query_id,strict_all_score
all,0.36563599717547346
all,0.35119338749395423
all,0.33223928455753743
all,0.34605824964922094
all,0.3465707543023353
all,0.34670529873285394
all,0.34084236647261856
all,0.3478561268745947
all,0.35009737718111766
all,0.3511700279215425
all,0.34048903916746404
all,0.34713420992979327
all,0.34362966550527624
all,0.3535081377738208
all,0.34517480977320725
all,0.36859851546191197
all,0.344200025739502
all,0.3363287261201078
all,0.3549592871607724
all,0.3488445877076911
all,0.3498147646330175
all,0.34549580985969497
all,0.3715048543585772
all,0.3462564868198052
all,0.3448730870169213
all,0.3518482304831728
all,0.3428757422992326
all,0.3508508626522111
all,0.35233403366586874
2024-22410,0.16666666666666666
2024-22410,0.6666666666666666
2024-22410,0.3333333333333333
2024-22410,0.5
2024-22410,0.3333333333333333
2024-22410,0.5
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.4166666666666667
2024-22410,0.4166666666666667
2024-22410,0.25
2024-22410,0.4166666666666667
2024-22410,0.4166666666666667
2024-22410,0.3333333333333333
2024-22410,0.4166666666666667
2024-22410,0.5833333333333334
2024-22410,0.16666666666666666
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.25
2024-22410,0.4166666666666667
2024-22410,0.25
2024-22410,0.4166666666666667
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.4166666666666667
2024-22410,0.4166666666666667
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.5
2024-22410,0.5
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.25
2024-22410,0.3333333333333333
2024-22410,0.4166666666666667
2024-22410,0.3333333333333333
2024-22410,0.25
2024-22410,0.4166666666666667
2024-22410,0.3333333333333333
2024-22410,0.5833333333333334
2024-22410,0.3333333333333333
2024-22410,0.5
2024-22410,0.3333333333333333
2024-22410,0.3333333333333333
2024-22410,0.4166666666666667
2024-22410,0.5
2024-111506,0.5833333333333334
2024-111506,0.6666666666666666
2024-111506,0.5
2024-111506,0.75
2024-111506,0.5
2024-111506,0.5
2024-111506,0.3333333333333333
2024-111506,0.5833333333333334
2024-111506,0.4166666666666667
2024-111506,0.4166666666666667
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.3333333333333333
2024-111506,0.5833333333333334
2024-111506,0.5
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.5
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.5
2024-111506,0.5
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.75
2024-111506,0.5
2024-111506,0.5
2024-111506,0.5833333333333334
2024-111506,0.3333333333333333
2024-111506,0.6666666666666666
2024-111506,0.6666666666666666
2024-111506,0.6666666666666666
2024-111506,0.5833333333333334
2024-111506,0.5833333333333334
2024-111506,0.5
2024-111506,0.3333333333333333
2024-111506,0.5833333333333334
2024-111506,0.5
2024-111506,0.5
2024-111506,0.5
2024-111506,0.5
2024-111506,0.5
2024-111506,0.5833333333333334
2024-111506,0.5
2024-111506,0.5
2024-111506,0.5833333333333334
2024-214126,0.4166666666666667
2024-214126,0.5
2024-214126,0.5
2024-214126,0.5
2024-214126,0.08333333333333333
2024-214126,0.6666666666666666
2024-214126,0.08333333333333333
2024-214126,0.5833333333333334
2024-214126,0.6666666666666666
2024-214126,0.4166666666666667
2024-214126,0.0
2024-214126,0.25
2024-214126,0.08333333333333333
2024-214126,0.5
2024-214126,0.6666666666666666
2024-214126,0.25
2024-214126,0.4166666666666667
2024-214126,0.5
2024-214126,0.6666666666666666
2024-214126,0.16666666666666666
2024-214126,0.6666666666666666
2024-214126,0.6666666666666666
2024-214126,0.5833333333333334
2024-214126,0.5
2024-214126,0.6666666666666666
2024-214126,0.6666666666666666
2024-214126,0.5833333333333334
2024-214126,0.5833333333333334
2024-214126,0.4166666666666667
2024-214126,0.5833333333333334
2024-214126,0.08333333333333333
2024-214126,0.16666666666666666
2024-214126,0.5833333333333334
2024-214126,0.6666666666666666
2024-214126,0.5833333333333334
2024-214126,0.6666666666666666
2024-214126,0.0
2024-214126,0.5833333333333334
2024-214126,0.4166666666666667
2024-214126,0.5
2024-214126,0.6666666666666666
2024-214126,0.5
2024-214126,0.5833333333333334
2024-214126,0.08333333333333333
2024-214126,0.5833333333333334
2024-214126,0.5
2024-214126,0.5
2024-214126,0.08333333333333333
2024-214126,0.6666666666666666
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-29222,0.25
2024-29222,0.16666666666666666
2024-29222,0.16666666666666666
2024-29222,0.08333333333333333
2024-29222,0.08333333333333333
2024-29222,0.0
2024-29222,0.0
2024-29222,0.0
2024-29222,0.16666666666666666
2024-29222,0.08333333333333333
2024-29222,0.08333333333333333
2024-29222,0.0
2024-29222,0.0
2024-29222,0.0
2024-29222,0.16666666666666666
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-29222,0.16666666666666666
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-29222,0.16666666666666666
2024-29222,0.0
2024-29222,0.0
2024-29222,0.0
2024-29222,0.0
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-29222,0.08333333333333333
2024-29222,0.0
2024-29222,0.25
2024-29222,0.08333333333333333
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-29222,0.08333333333333333
2024-29222,0.08333333333333333
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-29222,0.25
2024-29222,0.16666666666666666
2024-29222,0.0
2024-29222,0.16666666666666666
2024-29222,0.0
2024-29222,0.0
2024-29222,0.08333333333333333
2024-29222,0.16666666666666666
2024-214052,0.5
2024-214052,0.5
2024-214052,0.4166666666666667
2024-214052,0.3333333333333333
2024-214052,0.16666666666666666
2024-214052,0.4166666666666667
2024-214052,0.3333333333333333
2024-214052,0.25
2024-214052,0.4166666666666667
2024-214052,0.5
2024-214052,0.3333333333333333
2024-214052,0.5
2024-214052,0.4166666666666667
2024-214052,0.5833333333333334
2024-214052,0.3333333333333333
2024-214052,0.3333333333333333
2024-214052,0.4166666666666667
2024-214052,0.5
2024-214052,0.4166666666666667
2024-214052,0.5833333333333334
2024-214052,0.4166666666666667
2024-214052,0.4166666666666667
2024-214052,0.5
2024-214052,0.16666666666666666
2024-214052,0.3333333333333333
2024-214052,0.4166666666666667
2024-214052,0.4166666666666667
2024-214052,0.4166666666666667
2024-214052,0.5833333333333334
2024-214052,0.4166666666666667
2024-214052,0.3333333333333333
2024-214052,0.5
2024-214052,0.4166666666666667
2024-214052,0.5
2024-214052,0.25
2024-214052,0.4166666666666667
2024-214052,0.3333333333333333
2024-214052,0.5
2024-214052,0.5833333333333334
2024-214052,0.4166666666666667
2024-214052,0.4166666666666667
2024-214052,0.4166666666666667
2024-214052,0.5
2024-214052,0.4166666666666667
2024-214052,0.5
2024-214052,0.16666666666666666
2024-214052,0.5
2024-214052,0.4166666666666667
2024-214052,0.4166666666666667
2024-219624,0.25
2024-219624,0.3333333333333333
2024-219624,0.16666666666666666
2024-219624,0.3333333333333333
2024-219624,0.3333333333333333
2024-219624,0.25
2024-219624,0.08333333333333333
2024-219624,0.4166666666666667
2024-219624,0.5
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.3333333333333333
2024-219624,0.25
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.08333333333333333
2024-219624,0.08333333333333333
2024-219624,0.16666666666666666
2024-219624,0.3333333333333333
2024-219624,0.08333333333333333
2024-219624,0.08333333333333333
2024-219624,0.16666666666666666
2024-219624,0.4166666666666667
2024-219624,0.25
2024-219624,0.08333333333333333
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.25
2024-219624,0.16666666666666666
2024-219624,0.16666666666666666
2024-219624,0.3333333333333333
2024-219624,0.08333333333333333
2024-219624,0.08333333333333333
2024-219624,0.16666666666666666
2024-219624,0.25
2024-219624,0.25
2024-219624,0.16666666666666666
2024-219624,0.08333333333333333
2024-219624,0.25
2024-219624,0.25
2024-219624,0.08333333333333333
2024-219624,0.25
2024-219624,0.16666666666666666
2024-219624,0.08333333333333333
2024-219624,0.16666666666666666
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.6666666666666666
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.5
2024-28144,0.5
2024-28144,0.5
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.6666666666666666
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.6666666666666666
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-28144,0.5833333333333334
2024-35284,0.5
2024-35284,0.5
2024-35284,0.4444444444444444
2024-35284,0.5
2024-35284,0.3888888888888889
2024-35284,0.3888888888888889
2024-35284,0.3888888888888889
2024-35284,0.3888888888888889
2024-35284,0.5555555555555556
2024-35284,0.5
2024-35284,0.3888888888888889
2024-35284,0.5
2024-35284,0.5555555555555556
2024-35284,0.5
2024-35284,0.3333333333333333
2024-35284,0.2222222222222222
2024-35284,0.3333333333333333
2024-35284,0.3888888888888889
2024-35284,0.5
2024-35284,0.3888888888888889
2024-35284,0.3888888888888889
2024-35284,0.5555555555555556
2024-35284,0.4444444444444444
2024-35284,0.5
2024-35284,0.6111111111111112
2024-35284,0.3333333333333333
2024-35284,0.5
2024-35284,0.4444444444444444
2024-35284,0.4444444444444444
2024-35284,0.3333333333333333
2024-35284,0.4444444444444444
2024-35284,0.5
2024-35284,0.3888888888888889
2024-35284,0.3333333333333333
2024-35284,0.5
2024-35284,0.6111111111111112
2024-35284,0.5555555555555556
2024-35284,0.5
2024-35284,0.2222222222222222
2024-35284,0.3333333333333333
2024-35284,0.5555555555555556
2024-35284,0.2222222222222222
2024-35284,0.5
2024-35284,0.5
2024-35284,0.5555555555555556
2024-35284,0.3333333333333333
2024-35284,0.5555555555555556
2024-35284,0.5
2024-35284,0.4444444444444444
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.0
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.125
2024-149459,0.0
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.125
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-149459,0.125
2024-149459,0.0
2024-149459,0.0
2024-149459,0.125
2024-149459,0.125
2024-33359,0.75
2024-33359,0.75
2024-33359,0.6666666666666666
2024-33359,0.5833333333333334
2024-33359,0.5833333333333334
2024-33359,0.4166666666666667
2024-33359,0.5833333333333334
2024-33359,0.6666666666666666
2024-33359,0.5833333333333334
2024-33359,0.75
2024-33359,0.5
2024-33359,0.5833333333333334
2024-33359,0.6666666666666666
2024-33359,0.6666666666666666
2024-33359,0.6666666666666666
2024-33359,0.75
2024-33359,0.5833333333333334
2024-33359,0.6666666666666666
2024-33359,0.5833333333333334
2024-33359,0.6666666666666666
2024-33359,0.5833333333333334
2024-33359,0.5
2024-33359,0.75
2024-33359,0.5
2024-33359,0.8333333333333334
2024-33359,0.6666666666666666
2024-33359,0.6666666666666666
2024-33359,0.75
2024-33359,0.6666666666666666
2024-33359,0.4166666666666667
2024-33359,0.8333333333333334
2024-33359,0.6666666666666666
2024-33359,0.3333333333333333
2024-33359,0.75
2024-33359,0.5
2024-33359,0.6666666666666666
2024-33359,0.5
2024-33359,0.5
2024-33359,0.5833333333333334
2024-33359,0.5833333333333334
2024-33359,0.5833333333333334
2024-33359,0.5
2024-33359,0.5
2024-33359,0.5833333333333334
2024-33359,0.75
2024-33359,0.75
2024-33359,0.4166666666666667
2024-33359,0.5
2024-33359,0.5833333333333334
2024-29941,0.5833333333333334
2024-29941,0.5
2024-29941,0.6666666666666666
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.8333333333333334
2024-29941,0.5
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.6666666666666666
2024-29941,0.8333333333333334
2024-29941,0.5833333333333334
2024-29941,0.75
2024-29941,0.6666666666666666
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.5833333333333334
2024-29941,0.75
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.5833333333333334
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.5
2024-29941,0.4166666666666667
2024-29941,0.6666666666666666
2024-29941,0.75
2024-29941,0.6666666666666666
2024-29941,0.6666666666666666
2024-29941,0.6666666666666666
2024-29941,0.6666666666666666
2024-29941,0.5
2024-29941,0.6666666666666666
2024-29941,0.5833333333333334
2024-29941,0.75
2024-29941,0.75
2024-29941,0.6666666666666666
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.8333333333333334
2024-29941,0.5
2024-29941,0.5
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.5833333333333334
2024-29941,0.5833333333333334
2024-29941,0.6666666666666666
2024-29941,0.6666666666666666
2024-29941,0.6666666666666666
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.0
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.0
2024-223382,0.0
2024-223382,0.08333333333333333
2024-223382,0.0
2024-223382,0.0
2024-223382,0.08333333333333333
2024-223382,0.0
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.0
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.0
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.0
2024-223382,0.0
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.08333333333333333
2024-223382,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-133810,0.0
2024-41576,0.23333333333333334
2024-41576,0.13333333333333333
2024-41576,0.4666666666666667
2024-41576,0.36666666666666664
2024-41576,0.23333333333333334
2024-41576,0.3
2024-41576,0.13333333333333333
2024-41576,0.26666666666666666
2024-41576,0.4
2024-41576,0.3333333333333333
2024-41576,0.4666666666666667
2024-41576,0.4
2024-41576,0.16666666666666666
2024-41576,0.6
2024-41576,0.43333333333333335
2024-41576,0.4666666666666667
2024-41576,0.2
2024-41576,0.43333333333333335
2024-41576,0.5333333333333333
2024-41576,0.2
2024-41576,0.13333333333333333
2024-41576,0.43333333333333335
2024-41576,0.4
2024-41576,0.3
2024-41576,0.03333333333333333
2024-41576,0.36666666666666664
2024-41576,0.5
2024-41576,0.3
2024-41576,0.16666666666666666
2024-41576,0.43333333333333335
2024-41576,0.06666666666666667
2024-41576,0.4666666666666667
2024-41576,0.4666666666666667
2024-41576,0.4666666666666667
2024-41576,0.43333333333333335
2024-41576,0.4666666666666667
2024-41576,0.5333333333333333
2024-41576,0.3
2024-41576,0.3
2024-41576,0.3333333333333333
2024-41576,0.2
2024-41576,0.4666666666666667
2024-41576,0.5333333333333333
2024-41576,0.4666666666666667
2024-41576,0.1
2024-41576,0.4
2024-41576,0.23333333333333334
2024-41576,0.5
2024-41576,0.5
2024-5992,0.25
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.3333333333333333
2024-5992,0.16666666666666666
2024-5992,0.3333333333333333
2024-5992,0.25
2024-5992,0.25
2024-5992,0.3333333333333333
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.25
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.25
2024-5992,0.08333333333333333
2024-5992,0.25
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.4166666666666667
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.25
2024-5992,0.25
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.25
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.08333333333333333
2024-5992,0.3333333333333333
2024-5992,0.3333333333333333
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.25
2024-5992,0.25
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.25
2024-5992,0.08333333333333333
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.16666666666666666
2024-5992,0.08333333333333333
2024-5992,0.16666666666666666
2024-17909,0.8461538461538461
2024-17909,0.38461538461538464
2024-17909,0.5384615384615384
2024-17909,0.6923076923076923
2024-17909,0.6923076923076923
2024-17909,0.6153846153846154
2024-17909,0.6153846153846154
2024-17909,0.6923076923076923
2024-17909,0.7692307692307693
2024-17909,0.6923076923076923
2024-17909,0.38461538461538464
2024-17909,0.6923076923076923
2024-17909,0.7692307692307693
2024-17909,0.5384615384615384
2024-17909,0.6153846153846154
2024-17909,0.6153846153846154
2024-17909,0.6153846153846154
2024-17909,0.6923076923076923
2024-17909,0.5384615384615384
2024-17909,0.7692307692307693
2024-17909,0.5384615384615384
2024-17909,0.6923076923076923
2024-17909,0.6923076923076923
2024-17909,0.6923076923076923
2024-17909,0.8461538461538461
2024-17909,0.6923076923076923
2024-17909,0.5384615384615384
2024-17909,0.6153846153846154
2024-17909,0.6153846153846154
2024-17909,0.5384615384615384
2024-17909,0.7692307692307693
2024-17909,0.38461538461538464
2024-17909,0.38461538461538464
2024-17909,0.6923076923076923
2024-17909,0.6153846153846154
2024-17909,0.38461538461538464
2024-17909,0.6153846153846154
2024-17909,0.6923076923076923
2024-17909,0.6923076923076923
2024-17909,0.6923076923076923
2024-17909,0.6923076923076923
2024-17909,0.5384615384615384
2024-17909,0.6923076923076923
2024-17909,0.38461538461538464
2024-17909,0.46153846153846156
2024-17909,0.6153846153846154
2024-17909,0.6923076923076923
2024-17909,0.46153846153846156
2024-17909,0.6923076923076923
2024-35269,0.5625
2024-35269,0.5
2024-35269,0.4375
2024-35269,0.5625
2024-35269,0.375
2024-35269,0.4375
2024-35269,0.5625
2024-35269,0.375
2024-35269,0.5
2024-35269,0.375
2024-35269,0.375
2024-35269,0.25
2024-35269,0.625
2024-35269,0.3125
2024-35269,0.3125
2024-35269,0.5625
2024-35269,0.5
2024-35269,0.5625
2024-35269,0.4375
2024-35269,0.375
2024-35269,0.5
2024-35269,0.4375
2024-35269,0.5625
2024-35269,0.5
2024-35269,0.5
2024-35269,0.5625
2024-35269,0.375
2024-35269,0.5
2024-35269,0.5625
2024-35269,0.5
2024-35269,0.5
2024-35269,0.625
2024-35269,0.4375
2024-35269,0.5
2024-35269,0.5
2024-35269,0.5
2024-35269,0.4375
2024-35269,0.5
2024-35269,0.5625
2024-35269,0.4375
2024-35269,0.5625
2024-35269,0.625
2024-35269,0.625
2024-35269,0.4375
2024-35269,0.625
2024-35269,0.625
2024-35269,0.25
2024-35269,0.5
2024-35269,0.4375
2024-143869,0.38461538461538464
2024-143869,0.38461538461538464
2024-143869,0.0
2024-143869,0.38461538461538464
2024-143869,0.3076923076923077
2024-143869,0.38461538461538464
2024-143869,0.3076923076923077
2024-143869,0.38461538461538464
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.38461538461538464
2024-143869,0.38461538461538464
2024-143869,0.46153846153846156
2024-143869,0.38461538461538464
2024-143869,0.23076923076923078
2024-143869,0.46153846153846156
2024-143869,0.38461538461538464
2024-143869,0.38461538461538464
2024-143869,0.46153846153846156
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.23076923076923078
2024-143869,0.38461538461538464
2024-143869,0.46153846153846156
2024-143869,0.23076923076923078
2024-143869,0.15384615384615385
2024-143869,0.38461538461538464
2024-143869,0.38461538461538464
2024-143869,0.38461538461538464
2024-143869,0.46153846153846156
2024-143869,0.15384615384615385
2024-143869,0.38461538461538464
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.23076923076923078
2024-143869,0.23076923076923078
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.15384615384615385
2024-143869,0.46153846153846156
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-143869,0.38461538461538464
2024-143869,0.38461538461538464
2024-143869,0.3076923076923077
2024-143869,0.3076923076923077
2024-7058,0.6666666666666666
2024-7058,0.25
2024-7058,0.5833333333333334
2024-7058,0.5
2024-7058,0.5
2024-7058,0.3333333333333333
2024-7058,0.4166666666666667
2024-7058,0.5833333333333334
2024-7058,0.5
2024-7058,0.5
2024-7058,0.5833333333333334
2024-7058,0.5833333333333334
2024-7058,0.5
2024-7058,0.5833333333333334
2024-7058,0.4166666666666667
2024-7058,0.5
2024-7058,0.25
2024-7058,0.4166666666666667
2024-7058,0.3333333333333333
2024-7058,0.5
2024-7058,0.4166666666666667
2024-7058,0.4166666666666667
2024-7058,0.4166666666666667
2024-7058,0.4166666666666667
2024-7058,0.5
2024-7058,0.6666666666666666
2024-7058,0.5833333333333334
2024-7058,0.5833333333333334
2024-7058,0.4166666666666667
2024-7058,0.4166666666666667
2024-7058,0.5
2024-7058,0.4166666666666667
2024-7058,0.5833333333333334
2024-7058,0.4166666666666667
2024-7058,0.4166666666666667
2024-7058,0.5833333333333334
2024-7058,0.5
2024-7058,0.4166666666666667
2024-7058,0.5833333333333334
2024-7058,0.4166666666666667
2024-7058,0.5833333333333334
2024-7058,0.5833333333333334
2024-7058,0.5
2024-7058,0.5
2024-7058,0.3333333333333333
2024-7058,0.6666666666666666
2024-7058,0.4166666666666667
2024-7058,0.5
2024-7058,0.5
2024-224710,0.46153846153846156
2024-224710,0.5384615384615384
2024-224710,0.3076923076923077
2024-224710,0.38461538461538464
2024-224710,0.5384615384615384
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.5384615384615384
2024-224710,0.46153846153846156
2024-224710,0.38461538461538464
2024-224710,0.38461538461538464
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.38461538461538464
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.6153846153846154
2024-224710,0.5384615384615384
2024-224710,0.46153846153846156
2024-224710,0.38461538461538464
2024-224710,0.5384615384615384
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.5384615384615384
2024-224710,0.5384615384615384
2024-224710,0.5384615384615384
2024-224710,0.46153846153846156
2024-224710,0.46153846153846156
2024-224710,0.6923076923076923
2024-224710,0.3076923076923077
2024-224710,0.3076923076923077
2024-224710,0.38461538461538464
2024-224710,0.46153846153846156
2024-224710,0.3076923076923077
2024-224710,0.46153846153846156
2024-224710,0.5384615384615384
2024-224710,0.46153846153846156
2024-224710,0.5384615384615384
2024-224710,0.46153846153846156
2024-224710,0.38461538461538464
2024-224710,0.5384615384615384
2024-224710,0.38461538461538464
2024-224710,0.38461538461538464
2024-224710,0.5384615384615384
2024-224710,0.38461538461538464
2024-33513,0.3333333333333333
2024-33513,0.3333333333333333
2024-33513,0.3333333333333333
2024-33513,0.3333333333333333
2024-33513,0.5
2024-33513,0.4166666666666667
2024-33513,0.4166666666666667
2024-33513,0.4166666666666667
2024-33513,0.25
2024-33513,0.5
2024-33513,0.5
2024-33513,0.3333333333333333
2024-33513,0.3333333333333333
2024-33513,0.5
2024-33513,0.5
2024-33513,0.3333333333333333
2024-33513,0.4166666666666667
2024-33513,0.4166666666666667
2024-33513,0.4166666666666667
2024-33513,0.3333333333333333
2024-33513,0.5
2024-33513,0.25
2024-33513,0.5
2024-33513,0.3333333333333333
2024-33513,0.5
2024-33513,0.3333333333333333
2024-33513,0.3333333333333333
2024-33513,0.4166666666666667
2024-33513,0.5833333333333334
2024-33513,0.4166666666666667
2024-33513,0.3333333333333333
2024-33513,0.25
2024-33513,0.3333333333333333
2024-33513,0.3333333333333333
2024-33513,0.4166666666666667
2024-33513,0.25
2024-33513,0.3333333333333333
2024-33513,0.4166666666666667
2024-33513,0.4166666666666667
2024-33513,0.25
2024-33513,0.4166666666666667
2024-33513,0.5833333333333334
2024-33513,0.4166666666666667
2024-33513,0.3333333333333333
2024-33513,0.5
2024-33513,0.3333333333333333
2024-33513,0.4166666666666667
2024-33513,0.4166666666666667
2024-33513,0.3333333333333333
2024-88894,0.11764705882352941
2024-88894,0.058823529411764705
2024-88894,0.0
